Name of Restaurant,City,Country Code,Day of week,Start Time,End Time
Hawaiian Poke Bowl,San Jose,US,6,1100,1900
Hawaiian Poke Bowl,San Jose,US,5,1100,2200
Hawaiian Poke Bowl,San Jose,US,4,1100,2100
Hawaiian Poke Bowl,San Jose,US,2,1100,1400
Hawaiian Poke Bowl,San Jose,US,1,1100,2100
Hawaiian Poke Bowl,San Jose,US,0,1100,2100
Hawker,Sydney,AU,6,1730,2130
Hawker,Sydney,AU,6,1130,1430
Hawker,Sydney,AU,5,1730,0000
Hawker,Sydney,AU,5,1130,1430
Hawker,Sydney,AU,4,1730,0000
Hawker,Sydney,AU,4,1130,1430
Hawker,Sydney,AU,3,1730,2130
Hawker,Sydney,AU,3,1130,1430
Hawker,Sydney,AU,2,1730,2130
Hawker,Sydney,AU,2,1130,1430
Hawker,Sydney,AU,1,1730,2130
Hawker,Sydney,AU,1,1130,1430
Hawker,Sydney,AU,0,1730,2130
Hawker,Sydney,AU,0,1130,1430
Hawksmoor Knightsbridge,London,GB,6,1200,2130
Hawksmoor Knightsbridge,London,GB,5,1700,2230
Hawksmoor Knightsbridge,London,GB,5,1200,1500
Hawksmoor Knightsbridge,London,GB,4,1700,2230
Hawksmoor Knightsbridge,London,GB,4,1200,1500
Hawksmoor Knightsbridge,London,GB,3,1700,2230
Hawksmoor Knightsbridge,London,GB,3,1200,1500
Hawksmoor Knightsbridge,London,GB,2,1700,2230
Hawksmoor Knightsbridge,London,GB,2,1200,1500
Hawksmoor Knightsbridge,London,GB,1,1700,2230
Hawksmoor Knightsbridge,London,GB,1,1200,1500
Hawksmoor Knightsbridge,London,GB,0,1700,2230
Hawksmoor Knightsbridge,London,GB,0,1200,1500
Hawksmoor Spitalfields,London,GB,6,1200,2100
Hawksmoor Spitalfields,London,GB,5,1700,2230
Hawksmoor Spitalfields,London,GB,5,1200,1430
Hawksmoor Spitalfields,London,GB,4,1700,2230
Hawksmoor Spitalfields,London,GB,4,1200,1430
Hawksmoor Spitalfields,London,GB,3,1700,2230
Hawksmoor Spitalfields,London,GB,3,1200,1430
Hawksmoor Spitalfields,London,GB,2,1700,2230
Hawksmoor Spitalfields,London,GB,2,1200,1430
Hawksmoor Spitalfields,London,GB,1,1700,2230
Hawksmoor Spitalfields,London,GB,1,1200,1430
Hawksmoor Spitalfields,London,GB,0,1700,2230
Hawksmoor Spitalfields,London,GB,0,1200,1430
Hawthorne's NY Pizza & Bar,Charlotte,US,6,1100,2300
Hawthorne's NY Pizza & Bar,Charlotte,US,5,1100,2300
Hawthorne's NY Pizza & Bar,Charlotte,US,4,1100,2300
Hawthorne's NY Pizza & Bar,Charlotte,US,3,1100,2300
Hawthorne's NY Pizza & Bar,Charlotte,US,2,1100,2300
Hawthorne's NY Pizza & Bar,Charlotte,US,1,1100,2300
Hawthorne's NY Pizza & Bar,Charlotte,US,0,1100,2300
Haymaker Bar and Kitchen,New York,US,6,1200,0100
Haymaker Bar and Kitchen,New York,US,5,1200,0200
Haymaker Bar and Kitchen,New York,US,4,1100,0200
Haymaker Bar and Kitchen,New York,US,3,1100,0100
Haymaker Bar and Kitchen,New York,US,2,1100,0100
Haymaker Bar and Kitchen,New York,US,1,1100,0100
Haymaker Bar and Kitchen,New York,US,0,1100,0100
Haynes Street Larder,Perth,AU,6,0800,1500
Haynes Street Larder,Perth,AU,5,0800,1500
Haynes Street Larder,Perth,AU,4,0700,1600
Haynes Street Larder,Perth,AU,3,0700,1600
Haynes Street Larder,Perth,AU,2,0700,1600
Haynes Street Larder,Perth,AU,1,0700,1600
Haynes Street Larder,Perth,AU,0,0700,1600
Hayter's & Co.,Denver,US,6,1100,0200
Hayter's & Co.,Denver,US,5,1100,0200
Hayter's & Co.,Denver,US,4,1100,0200
Hayter's & Co.,Denver,US,3,1100,0200
Hayter's & Co.,Denver,US,2,1100,0200
Hayter's & Co.,Denver,US,1,1100,0200
Hayter's & Co.,Denver,US,0,1100,0200
Haywood Tavern,Chicago,US,6,1100,0200
Haywood Tavern,Chicago,US,5,1100,0300
Haywood Tavern,Chicago,US,4,1100,0200
Haywood Tavern,Chicago,US,3,1600,0200
Haywood Tavern,Chicago,US,2,1600,0200
Haywood Tavern,Chicago,US,1,1600,0200
HB Village,Melbourne,AU,6,1100,1900
HB Village,Melbourne,AU,5,1100,1900
HB Village,Melbourne,AU,4,1000,1900
HB Village,Melbourne,AU,3,1000,1900
HB Village,Melbourne,AU,2,1000,1900
HB Village,Melbourne,AU,1,1000,1900
HB Village,Melbourne,AU,0,1000,1900
Healthy Cow Pizza,Houston,US,6,1100,0000
Healthy Cow Pizza,Houston,US,5,1100,0100
Healthy Cow Pizza,Houston,US,4,1100,0100
Healthy Cow Pizza,Houston,US,3,1100,0000
Healthy Cow Pizza,Houston,US,2,1100,0000
Healthy Cow Pizza,Houston,US,1,1100,0000
Healthy Cow Pizza,Houston,US,0,1100,0000
Hearsay on the Green,Houston,US,6,1100,2300
Hearsay on the Green,Houston,US,5,1100,0200
Hearsay on the Green,Houston,US,4,1100,0200
Hearsay on the Green,Houston,US,3,1100,0000
Hearsay on the Green,Houston,US,2,1100,0000
Hearsay on the Green,Houston,US,1,1100,0000
Hearsay on the Green,Houston,US,0,1100,0000
Heat Da Spot,Washington,US,6,0830,1800
Heat Da Spot,Washington,US,5,0800,1800
Heat Da Spot,Washington,US,4,0730,1900
Heat Da Spot,Washington,US,3,0730,1900
Heat Da Spot,Washington,US,2,0730,1900
Heat Da Spot,Washington,US,1,0730,1900
Heat Da Spot,Washington,US,0,0730,1900
Heddon Street Kitchen,London,GB,6,1000,2100
Heddon Street Kitchen,London,GB,5,1000,2300
Heddon Street Kitchen,London,GB,4,1330,2300
Heddon Street Kitchen,London,GB,4,0730,1100
Heddon Street Kitchen,London,GB,3,1330,2300
Heddon Street Kitchen,London,GB,3,0730,1100
Heddon Street Kitchen,London,GB,2,1330,2300
Heddon Street Kitchen,London,GB,2,0730,1100
Heddon Street Kitchen,London,GB,1,1330,2300
Heddon Street Kitchen,London,GB,1,0730,1100
Heddon Street Kitchen,London,GB,0,1330,2300
Heddon Street Kitchen,London,GB,0,0730,1100
Heidi's House,New York,US,6,1600,2200
Heidi's House,New York,US,5,1600,0000
Heidi's House,New York,US,4,1700,0000
Heidi's House,New York,US,3,1700,2300
Heidi's House,New York,US,2,1700,2300
Heidi's House,New York,US,1,1700,2300
Heidi's House,New York,US,0,1700,2200
Heights Asian Cafe,Houston,US,6,1100,2100
Heights Asian Cafe,Houston,US,5,1100,2200
Heights Asian Cafe,Houston,US,4,1100,2200
Heights Asian Cafe,Houston,US,3,1100,2100
Heights Asian Cafe,Houston,US,2,1100,2100
Heights Asian Cafe,Houston,US,0,1100,2100
Heirloom,East Perth,AU,6,1700,2130
Heirloom,East Perth,AU,6,0700,1430
Heirloom,East Perth,AU,5,1700,2130
Heirloom,East Perth,AU,5,0700,1430
Heirloom,East Perth,AU,4,1700,2130
Heirloom,East Perth,AU,4,0600,1430
Heirloom,East Perth,AU,3,1700,2130
Heirloom,East Perth,AU,3,0600,1430
Heirloom,East Perth,AU,2,1700,2130
Heirloom,East Perth,AU,2,0600,1430
Heirloom,East Perth,AU,1,1700,2130
Heirloom,East Perth,AU,1,0600,1430
Heirloom,East Perth,AU,0,1700,2130
Heirloom,East Perth,AU,0,0600,1430
Heirloom Restaurant,Charlotte,US,6,1000,1500
Heirloom Restaurant,Charlotte,US,5,1700,2200
Heirloom Restaurant,Charlotte,US,4,1700,2200
Heirloom Restaurant,Charlotte,US,3,1700,2200
Heirloom Restaurant,Charlotte,US,2,1700,2200
Heirloom Restaurant,Charlotte,US,1,1700,2200
Heist Brewery,Charlotte,US,6,1000,0000
Heist Brewery,Charlotte,US,5,1130,0200
Heist Brewery,Charlotte,US,4,1130,0200
Heist Brewery,Charlotte,US,3,1130,0200
Heist Brewery,Charlotte,US,2,1130,0000
Heist Brewery,Charlotte,US,1,1130,0000
Heist Brewery,Charlotte,US,0,1130,0000
Helen Greek Food and Wine,Houston,US,6,1100,2100
Helen Greek Food and Wine,Houston,US,5,1100,2300
Helen Greek Food and Wine,Houston,US,4,1100,2300
Helen Greek Food and Wine,Houston,US,3,1100,2200
Helen Greek Food and Wine,Houston,US,2,1100,2200
Helen Greek Food and Wine,Houston,US,1,1100,2200
Helen's Kitchen,Houston,US,5,1000,2100
Helen's Kitchen,Houston,US,4,1000,2100
Helen's Kitchen,Houston,US,3,1100,2000
Helen's Kitchen,Houston,US,2,1100,2000
Helen's Kitchen,Houston,US,1,1100,2000
Helen's Kitchen,Houston,US,0,1100,2000
Hell of the North,Fitzroy,AU,6,1200,0100
Hell of the North,Fitzroy,AU,5,1200,0100
Hell of the North,Fitzroy,AU,4,0600,0100
Hell of the North,Fitzroy,AU,3,0600,0100
Hell of the North,Fitzroy,AU,2,0600,0100
Helles & Dunkel,Charlotte,US,6,1200,0100
Helles & Dunkel,Charlotte,US,5,0800,0200
Helles & Dunkel,Charlotte,US,4,1100,0200
Helles & Dunkel,Charlotte,US,3,1100,0100
Helles & Dunkel,Charlotte,US,2,1100,0100
Helles & Dunkel,Charlotte,US,1,1100,0100
Helles & Dunkel,Charlotte,US,0,1100,0100
"Helpings Cafe, Market and Catering",Phoenix,US,4,0700,1500
"Helpings Cafe, Market and Catering",Phoenix,US,3,0700,1500
"Helpings Cafe, Market and Catering",Phoenix,US,2,0700,1500
"Helpings Cafe, Market and Catering",Phoenix,US,1,0700,1500
"Helpings Cafe, Market and Catering",Phoenix,US,0,0700,1500
Henry and the Fox,Melbourne,AU,6,0800,2230
Henry and the Fox,Melbourne,AU,5,0800,2230
Henry and the Fox,Melbourne,AU,4,0800,2230
Henry and the Fox,Melbourne,AU,3,0800,2230
Henry and the Fox,Melbourne,AU,2,0800,2230
Henry and the Fox,Melbourne,AU,1,0800,2230
Henry and the Fox,Melbourne,AU,0,0800,2230
Henry on Eighth,Perth,AU,6,0700,2300
Henry on Eighth,Perth,AU,5,0700,2300
Henry on Eighth,Perth,AU,4,0700,2300
Henry on Eighth,Perth,AU,3,0700,2300
Henry on Eighth,Perth,AU,2,0700,2300
Henry on Eighth,Perth,AU,1,0700,2300
Henry on Eighth,Perth,AU,0,0700,2300
Henry Saw,Perth,AU,6,1000,1430
Henry Saw,Perth,AU,5,0800,1430
Henry Saw,Perth,AU,4,0730,1430
Henry Saw,Perth,AU,3,0730,1430
Henry Saw,Perth,AU,2,0730,1430
Henry Saw,Perth,AU,1,0730,1430
Henry Saw,Perth,AU,0,0730,1430
Henry's World Famous Hi-Life,San Jose,US,6,1130,1400
Henry's World Famous Hi-Life,San Jose,US,5,1600,2330
Henry's World Famous Hi-Life,San Jose,US,4,1600,2330
Henry's World Famous Hi-Life,San Jose,US,3,1700,2100
Henry's World Famous Hi-Life,San Jose,US,2,1700,2100
Henry's World Famous Hi-Life,San Jose,US,1,1700,2100
Henry's World Famous Hi-Life,San Jose,US,0,1700,2100
Her Name Is Han,New York,US,6,1700,2200
Her Name Is Han,New York,US,5,1730,0000
Her Name Is Han,New York,US,5,1200,1430
Her Name Is Han,New York,US,4,1730,0000
Her Name Is Han,New York,US,4,1200,1430
Her Name Is Han,New York,US,3,1730,0000
Her Name Is Han,New York,US,3,1200,1430
Her Name Is Han,New York,US,2,1730,2300
Her Name Is Han,New York,US,2,1200,1430
Her Name Is Han,New York,US,1,1730,2300
Her Name Is Han,New York,US,1,1200,1430
Her Name Is Han,New York,US,0,1730,2300
Her Name Is Han,New York,US,0,1200,1430
Herbs & Rye,Las Vegas,US,5,1700,0300
Herbs & Rye,Las Vegas,US,4,1700,0300
Herbs & Rye,Las Vegas,US,3,1700,0200
Herbs & Rye,Las Vegas,US,2,1700,0200
Herbs & Rye,Las Vegas,US,1,1700,0200
Herbs & Rye,Las Vegas,US,0,1700,0200
Hereford Road,London,GB,6,1800,2200
Hereford Road,London,GB,6,1200,1600
Hereford Road,London,GB,5,1800,2230
Hereford Road,London,GB,5,1200,1500
Hereford Road,London,GB,4,1800,2230
Hereford Road,London,GB,4,1200,1500
Hereford Road,London,GB,3,1800,2230
Hereford Road,London,GB,3,1200,1500
Hereford Road,London,GB,2,1800,2230
Hereford Road,London,GB,2,1200,1500
Hereford Road,London,GB,1,1800,2230
Hereford Road,London,GB,1,1200,1500
Hereford Road,London,GB,0,1800,2230
Hereford Road,London,GB,0,1200,1500
Herman Ze German,London,GB,6,1100,2000
Herman Ze German,London,GB,5,1000,2300
Herman Ze German,London,GB,4,0700,2300
Herman Ze German,London,GB,3,0700,2300
Herman Ze German,London,GB,2,0700,2300
Herman Ze German,London,GB,1,0700,2300
Herman Ze German,London,GB,0,0700,2300
Hero Sushi Canberra Centre Train,Canberra,AU,6,1000,2100
Hero Sushi Canberra Centre Train,Canberra,AU,5,1000,2100
Hero Sushi Canberra Centre Train,Canberra,AU,4,1000,2100
Hero Sushi Canberra Centre Train,Canberra,AU,3,1000,2100
Hero Sushi Canberra Centre Train,Canberra,AU,2,1000,2100
Hero Sushi Canberra Centre Train,Canberra,AU,1,1000,2100
Hero Sushi Canberra Centre Train,Canberra,AU,0,1000,2100
Hero Sushi,Sydney,AU,6,0900,2000
Hero Sushi,Sydney,AU,5,0900,2000
Hero Sushi,Sydney,AU,4,0900,2000
Hero Sushi,Sydney,AU,3,0900,2000
Hero Sushi,Sydney,AU,2,0900,2000
Hero Sushi,Sydney,AU,1,0900,2000
Hero Sushi,Sydney,AU,0,0900,2000
Herringbone,Las Vegas,US,6,1000,2200
Herringbone,Las Vegas,US,5,1000,2300
Herringbone,Las Vegas,US,4,1130,2300
Herringbone,Las Vegas,US,3,1130,2200
Herringbone,Las Vegas,US,2,1130,2200
Herringbone,Las Vegas,US,1,1130,2200
Herringbone,Las Vegas,US,0,1130,2200
Hey Griller,Victoria Park,AU,6,1700,2130
Hey Griller,Victoria Park,AU,5,1700,2200
Hey Griller,Victoria Park,AU,4,1700,2200
Hey Griller,Victoria Park,AU,3,1700,2130
Hey Griller,Victoria Park,AU,2,1700,2130
Hey Griller,Victoria Park,AU,1,1700,2130
Hibachi,Melbourne,AU,6,1730,2130
Hibachi,Melbourne,AU,5,1730,2130
Hibachi,Melbourne,AU,4,1730,2130
Hibachi,Melbourne,AU,4,1200,1430
Hibachi,Melbourne,AU,3,1730,2130
Hibachi,Melbourne,AU,3,1200,1430
Hibachi,Melbourne,AU,2,1730,2130
Hibachi,Melbourne,AU,2,1200,1430
Hibachi,Melbourne,AU,1,1730,2130
Hibachi,Melbourne,AU,1,1200,1430
Hibachi,Melbourne,AU,0,1730,2130
Hibachi,Melbourne,AU,0,1200,1430
Hidden Kitchen,Boston,US,4,0600,1430
Hidden Kitchen,Boston,US,3,0600,1430
Hidden Kitchen,Boston,US,2,0600,1430
Hidden Kitchen,Boston,US,1,0600,1430
Hidden Kitchen,Boston,US,0,0600,1430
Hidyan Café,Boston,US,6,1100,2330
Hidyan Café,Boston,US,5,1100,2330
Hidyan Café,Boston,US,4,1100,2330
Hidyan Café,Boston,US,3,1100,2330
Hidyan Café,Boston,US,2,1100,2330
Hidyan Café,Boston,US,1,1100,2330
Hidyan Café,Boston,US,0,1100,2330
High Five Pizza,San Jose,US,6,1100,2200
High Five Pizza,San Jose,US,5,1100,2230
High Five Pizza,San Jose,US,4,1100,2230
High Five Pizza,San Jose,US,3,1100,2230
High Five Pizza,San Jose,US,2,1100,2200
High Five Pizza,San Jose,US,1,1100,2130
High Five Pizza,San Jose,US,0,1100,2130
Highland Tap and Burger,Denver,US,6,1000,0100
Highland Tap and Burger,Denver,US,5,1000,0200
Highland Tap and Burger,Denver,US,4,1100,0200
Highland Tap and Burger,Denver,US,3,1100,0200
Highland Tap and Burger,Denver,US,2,1100,0100
Highland Tap and Burger,Denver,US,1,1100,0100
Highland Tap and Burger,Denver,US,0,1100,0100
Highland Tavern,Denver,US,6,1000,0200
Highland Tavern,Denver,US,5,1000,0200
Highland Tavern,Denver,US,4,1100,0200
Highland Tavern,Denver,US,3,1100,0200
Highland Tavern,Denver,US,2,1100,0200
Highland Tavern,Denver,US,1,1100,0200
Highland Tavern,Denver,US,0,1100,0200
Highlands,Washington,US,6,0730,1600
Highlands,Washington,US,5,0800,2130
Highlands,Washington,US,4,0730,2130
Highlands,Washington,US,3,0730,2130
Highlands,Washington,US,2,0730,2130
Highlands,Washington,US,1,0730,2130
Highlands,Washington,US,0,0730,2130
Highliner Public House,Seattle,US,6,1100,2200
